age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference
0.62,,,169,mean,98,240,1,skew_normal,boron,"Stap et al., 2016"
0.76,,,175,mean,102,249,1,skew_normal,boron,"Stap et al., 2016"
0.82,,,152,mean,82,223,1,skew_normal,boron,"Stap et al., 2016"
0.86,,,168,mean,98,239,1,skew_normal,boron,"Stap et al., 2016"
0.94,,,183,mean,112,254,1,skew_normal,boron,"Stap et al., 2016"
1.82,,,250,mean,178,322,1,skew_normal,boron,"Stap et al., 2016"
2.74,,,274,mean,192,362,1,skew_normal,boron,"Stap et al., 2016"
2.89,,,481,mean,400,566,1,skew_normal,boron,"Stap et al., 2016"
3.21,,,423,mean,346,502,1,skew_normal,boron,"Stap et al., 2016"
3.66,,,357,mean,281,434,1,skew_normal,boron,"Stap et al., 2016"
3.89,,,507,mean,426,591,1,skew_normal,boron,"Stap et al., 2016"
4.1,,,380,mean,305,456,1,skew_normal,boron,"Stap et al., 2016"
5.19,,,433,mean,347,523,1,skew_normal,boron,"Stap et al., 2016"
6.35,,,332,mean,257,408,1,skew_normal,boron,"Stap et al., 2016"
53.2,53.6,52.8,1400,median,1165,1635,1,normal,boron,"Anagnostou et al., 2016"
45.6,45.9,45.5,1100,median,925,1275,1,normal,boron,"Anagnostou et al., 2016"
44.4,44.5,44,920,median,760,1080,1,normal,boron,"Anagnostou et al., 2016"
36.9,37.5,36.3,770,median,620,920,1,normal,boron,"Anagnostou et al., 2016"
40.3,40.6,40,650,median,540,760,1,normal,boron,"Anagnostou et al., 2016"
51.9,56,47.8,1868,mean,1396,2861,1,skew_normal,liverworts,"Fletcher et al., 2008"
58.8,61.6,56,583,mean,401,818,1,skew_normal,liverworts,"Fletcher et al., 2008"
70,71,69,670,mean,459,931,1,skew_normal,liverworts,"Fletcher et al., 2008"
100.8,107.6,93.9,797,mean,543,1085,1,skew_normal,liverworts,"Fletcher et al., 2008"
104.1,107.6,100.5,830,mean,584,1106,1,skew_normal,liverworts,"Fletcher et al., 2008"
104.1,107.6,100.5,977,mean,653,1340,1,skew_normal,liverworts,"Fletcher et al., 2008"
104.1,107.6,100.5,1001,mean,649,1415,1,skew_normal,liverworts,"Fletcher et al., 2008"
111.9,113,110.8,654,mean,448,887,1,skew_normal,liverworts,"Fletcher et al., 2008"
121.9,130.8,113,1051,mean,819,1292,1,skew_normal,liverworts,"Fletcher et al., 2008"
139.3,142,136.5,982,mean,755,1239,1,skew_normal,liverworts,"Fletcher et al., 2008"
161.7,166.1,157.3,698,mean,514,933,1,skew_normal,liverworts,"Fletcher et al., 2008"
169.5,170,169,637,mean,459,899,1,skew_normal,liverworts,"Fletcher et al., 2008"
187.7,201.3,174.1,919,mean,685,1208,1,skew_normal,liverworts,"Fletcher et al., 2008"
205.6,237,174.1,388,mean,275,549,1,skew_normal,liverworts,"Fletcher et al., 2008"
